chr,start,end,gene_ID,exon_number,strand,gene_name,isoforms
chr2L,18159811,18161657,FBgn0261804,16,-,CG42750,1
chr2L,11853430,11853517,FBgn0261805,1,+,CG42751,1
chr2L,11853592,11853925,FBgn0261805,2,+,CG42751,1
chr2L,18739320,18740110,FBgn0261806,1,-,CG42752,1
chr2R,19635279,19635941,FBgn0261807,1,+,CG42753,1
chr3R,11197592,11197848,FBgn0261808,1,+,cu,1
chr3R,11206906,11207138,FBgn0261808,2,+,cu,1
chr3R,11207193,11207255,FBgn0261808,3,+,cu,1
chr3R,11207360,11207481,FBgn0261808,4,+,cu,1
chr3R,11207549,11208181,FBgn0261808,5,+,cu,1
chr3R,11208247,11208633,FBgn0261808,6,+,cu,1
chrX,19849942,19850050,FBgn0261811,1,-,pico,1
chrX,19835644,19836754,FBgn0261811,2,-,pico,1
chrX,19833321,19835566,FBgn0261811,3,-,pico,1
chrX,19831607,19833235,FBgn0261811,4,-,pico,1
chr3L,11383966,11384258,FBgn0261813,1,-,NA,1
chr3L,11382808,11383611,FBgn0261813,2,-,NA,1
chr3R,13438587,13439209,FBgn0261814,1,-,NA,1
chr3L,14567440,14567483,FBgn0261816,1,+,CG42758,1
chr3L,14567547,14568133,FBgn0261816,2,+,CG42758,1
chr3R,10143070,10143174,FBgn0261817,1,+,CG42759,1
chr3R,10143230,10143483,FBgn0261817,2,+,CG42759,1
chr2L,8088304,8088453,FBgn0261822,1,+,Bsg,1
chr2L,8089394,8089736,FBgn0261822,2,+,Bsg,1
chr2L,8105692,8105809,FBgn0261822,3,+,Bsg,1
chr2L,8106840,8107000,FBgn0261822,4,+,Bsg,1
chr2L,8107066,8107173,FBgn0261822,5,+,Bsg,1
chr2L,8107238,8107438,FBgn0261822,6,+,Bsg,1
chr2L,8107748,8109458,FBgn0261822,7,+,Bsg,1
chr2R,14503958,14504369,FBgn0261823,1,+,Asx,1
chr2R,14505168,14505482,FBgn0261823,2,+,Asx,1
chr2R,14505551,14506481,FBgn0261823,3,+,Asx,1
chr2R,14506542,14507145,FBgn0261823,4,+,Asx,1
chr2R,14507257,14507349,FBgn0261823,5,+,Asx,1
chr2R,14507416,14507481,FBgn0261823,6,+,Asx,1
chr2R,14507540,14508312,FBgn0261823,7,+,Asx,1
chr2R,14508386,14509783,FBgn0261823,8,+,Asx,1
chr2R,14509840,14510160,FBgn0261823,9,+,Asx,1
chr2R,14510223,14510463,FBgn0261823,10,+,Asx,1
chr2R,14511005,14512493,FBgn0261823,11,+,Asx,1
chr2L,8143989,8144047,FBgn0261830,1,-,CG42762,1
chr2L,8143401,8143934,FBgn0261830,2,-,CG42762,1
chr2L,8145038,8145107,FBgn0261831,1,-,CG42763,1
chr2L,8144391,8144980,FBgn0261831,2,-,CG42763,1
chr3L,20465621,20465676,FBgn0261832,1,-,CG42764,1
chr3L,20465050,20465540,FBgn0261832,2,-,CG42764,1
chr3L,20464714,20464993,FBgn0261832,3,-,CG42764,1
chr3R,26325000,26325294,FBgn0261833,1,-,NA,1
chr3R,26324499,26324791,FBgn0261833,2,-,NA,1
chrX,15976868,15977093,FBgn0261834,1,+,CG42766,1
chrX,15977155,15977316,FBgn0261834,2,+,CG42766,1
chrX,15977423,15977660,FBgn0261834,3,+,CG42766,1
chrX,9558324,9558466,FBgn0261835,1,-,NA,1
chrX,9557539,9558261,FBgn0261835,2,-,NA,1
chr2L,5100877,5101044,FBgn0261836,1,+,Msp300,1
chr2L,5102669,5103596,FBgn0261836,2,+,Msp300,1
chr2L,5117577,5117638,FBgn0261836,3,+,Msp300,1
chr2L,5121676,5121948,FBgn0261836,4,+,Msp300,1
chr2L,5122196,5122249,FBgn0261836,5,+,Msp300,1
chr2L,5122435,5122601,FBgn0261836,6,+,Msp300,1
chr2L,5122661,5122937,FBgn0261836,7,+,Msp300,1
chr2L,5123016,5125622,FBgn0261836,8,+,Msp300,1
chr2L,5125828,5127057,FBgn0261836,9,+,Msp300,1
chr2L,5139359,5139673,FBgn0261836,10,+,Msp300,1
chr2L,5139779,5140921,FBgn0261836,11,+,Msp300,1
chr2L,5141653,5141890,FBgn0261836,12,+,Msp300,1
chr2L,5142003,5144785,FBgn0261836,13,+,Msp300,1
chr2L,5146993,5147298,FBgn0261836,14,+,Msp300,1
chr2L,5148731,5148882,FBgn0261836,15,+,Msp300,1
chr2L,5154248,5155217,FBgn0261836,16,+,Msp300,1
chr2L,5155322,5155534,FBgn0261836,17,+,Msp300,1
chr2L,5155589,5155849,FBgn0261836,18,+,Msp300,1
chr2L,5187607,5187717,FBgn0261836,19,+,Msp300,1
chr2L,5188117,5188281,FBgn0261836,20,+,Msp300,1
chr2L,5188342,5195460,FBgn0261836,21,+,Msp300,1
chr2L,5195979,5196284,FBgn0261836,22,+,Msp300,1
chr2L,5197867,5198124,FBgn0261836,23,+,Msp300,1
chr2L,5199343,5202302,FBgn0261836,24,+,Msp300,1
chr2L,5202765,5202803,FBgn0261836,25,+,Msp300,1
chr2L,5203116,5203742,FBgn0261836,26,+,Msp300,1
chr2L,5204451,5204592,FBgn0261836,27,+,Msp300,1
chr2L,5204836,5204903,FBgn0261836,28,+,Msp300,1
chr2L,5205104,5205389,FBgn0261836,29,+,Msp300,1
chr3R,21360176,21360554,FBgn0261837,1,+,pre-mod(mdg4)-T,1
chr3R,21360628,21361610,FBgn0261837,2,+,pre-mod(mdg4)-T,1
chr3R,21361670,21362131,FBgn0261837,3,+,pre-mod(mdg4)-T,1
chr3R,21360176,21360554,FBgn0261838,1,+,pre-mod(mdg4)-Z,1
chr3R,21360628,21361610,FBgn0261838,2,+,pre-mod(mdg4)-Z,1
chr3R,21361670,21362131,FBgn0261838,3,+,pre-mod(mdg4)-Z,1
chr3R,21365609,21366338,FBgn0261839,1,+,pre-mod(mdg4)-Y,1
chr3R,21366450,21366761,FBgn0261839,2,+,pre-mod(mdg4)-Y,1
chr3R,21366974,21367209,FBgn0261839,3,+,pre-mod(mdg4)-Y,1
chr3R,21367363,21367978,FBgn0261839,4,+,pre-mod(mdg4)-Y,1
chr3R,21365609,21365680,FBgn0261840,1,+,pre-mod(mdg4)-X,1
chr3R,21366004,21366761,FBgn0261840,2,+,pre-mod(mdg4)-X,1
chr3R,21366974,21367209,FBgn0261840,3,+,pre-mod(mdg4)-X,1
chr3R,21367363,21367693,FBgn0261840,4,+,pre-mod(mdg4)-X,1
chr3R,21367910,21368155,FBgn0261840,5,+,pre-mod(mdg4)-X,1
chr3R,21368380,21369330,FBgn0261840,6,+,pre-mod(mdg4)-X,1
chr3R,21365609,21366338,FBgn0261841,1,+,pre-mod(mdg4)-AD,1
chr3R,21366450,21366761,FBgn0261841,2,+,pre-mod(mdg4)-AD,1
chr3R,21366974,21367693,FBgn0261841,3,+,pre-mod(mdg4)-AD,1
chr3R,21367910,21368279,FBgn0261841,4,+,pre-mod(mdg4)-AD,1
chr3R,21365609,21365680,FBgn0261842,1,+,pre-mod(mdg4)-AE,1
chr3R,21366004,21366338,FBgn0261842,2,+,pre-mod(mdg4)-AE,1
chr3R,21366450,21367209,FBgn0261842,3,+,pre-mod(mdg4)-AE,1
chr3R,21367363,21367693,FBgn0261842,4,+,pre-mod(mdg4)-AE,1
chr3R,21367910,21368279,FBgn0261842,5,+,pre-mod(mdg4)-AE,1
chr3R,21365609,21365680,FBgn0261843,1,+,pre-mod(mdg4)-W,1
chr3R,21366004,21366338,FBgn0261843,2,+,pre-mod(mdg4)-W,1
chr3R,21366450,21367209,FBgn0261843,3,+,pre-mod(mdg4)-W,1
chr3R,21367363,21368279,FBgn0261843,4,+,pre-mod(mdg4)-W,1
chr3R,21365609,21365680,FBgn0261844,1,+,pre-mod(mdg4)-V,1
chr3R,21366004,21366761,FBgn0261844,2,+,pre-mod(mdg4)-V,1
chr3R,21366974,21367209,FBgn0261844,3,+,pre-mod(mdg4)-V,1
chr3R,21367363,21367693,FBgn0261844,4,+,pre-mod(mdg4)-V,1
chr3R,21367910,21369330,FBgn0261844,5,+,pre-mod(mdg4)-V,1
chr3R,21365609,21366338,FBgn0261845,1,+,pre-mod(mdg4)-U,1
chr3R,21366450,21366761,FBgn0261845,2,+,pre-mod(mdg4)-U,1
chr3R,21366974,21367693,FBgn0261845,3,+,pre-mod(mdg4)-U,1
chr3R,21367910,21368155,FBgn0261845,4,+,pre-mod(mdg4)-U,1
chr3R,21368380,21369807,FBgn0261845,5,+,pre-mod(mdg4)-U,1
chr3R,13529169,13529356,FBgn0261846,1,-,CG42778,1
chr3R,13528972,13529090,FBgn0261846,2,-,CG42778,1
chr3R,13528832,13528913,FBgn0261846,3,-,CG42778,1
chr3R,13528597,13528769,FBgn0261846,4,-,CG42778,1
chr3R,17121577,17122087,FBgn0261847,1,+,CG42779,1
chrX,7332067,7332191,FBgn0261848,1,-,CG42780,1
chrX,7331581,7332008,FBgn0261848,2,-,CG42780,1
chrX,7331265,7331510,FBgn0261848,3,-,CG42780,1
chrX,7382733,7382990,FBgn0261849,1,-,CG42781,1
chr2R,21171001,21171066,FBgn0261850,1,+,Xpd,1
chr2R,21171121,21171578,FBgn0261850,2,+,Xpd,1
chr2R,21171631,21171761,FBgn0261850,3,+,Xpd,1
chr2R,21171824,21172044,FBgn0261850,4,+,Xpd,1
chr2R,21172104,21172485,FBgn0261850,5,+,Xpd,1
chr2R,21172544,21172825,FBgn0261850,6,+,Xpd,1
chr2R,21172889,21173167,FBgn0261850,7,+,Xpd,1
chr2R,21173527,21174504,FBgn0261850,8,+,Xpd,1
chr2R,12418797,12419395,FBgn0261853,1,-,CG42782,1
chr2R,14962695,14962969,FBgn0261854,1,-,aPKC,1
chr2R,14961568,14961841,FBgn0261854,2,-,aPKC,1
chr2R,14961386,14961506,FBgn0261854,3,-,aPKC,1
chr2R,14949374,14949424,FBgn0261854,4,-,aPKC,1
chr2R,14948917,14949002,FBgn0261854,5,-,aPKC,1
chr2R,14947894,14948850,FBgn0261854,6,-,aPKC,1
chr2R,14947642,14947836,FBgn0261854,7,-,aPKC,1
chr2R,14946704,14946819,FBgn0261854,8,-,aPKC,1
chr2R,14946477,14946603,FBgn0261854,9,-,aPKC,1
chr2R,14946150,14946417,FBgn0261854,10,-,aPKC,1
chr2R,14944458,14945227,FBgn0261854,11,-,aPKC,1
chr2R,7000154,7000344,FBgn0261856,1,+,NA,1
chr2R,7001438,7001696,FBgn0261856,2,+,NA,1
chr3R,20734748,20734787,FBgn0261857,1,+,NA,1
chr3R,20734854,20735323,FBgn0261857,2,+,NA,1
chr3L,2389265,2389650,FBgn0261858,1,+,CG42787,1
chr3R,15131608,15131926,FBgn0261859,1,-,CG42788,1
chr3R,15111593,15112189,FBgn0261859,2,-,CG42788,1
chr3R,15102088,15102204,FBgn0261859,3,-,CG42788,1
chr3R,15101593,15102028,FBgn0261859,4,-,CG42788,1
chr3R,15101283,15101531,FBgn0261859,5,-,CG42788,1
chr3R,15100946,15101205,FBgn0261859,6,-,CG42788,1
chr3R,15100737,15100881,FBgn0261859,7,-,CG42788,1
chr3R,15100489,15100638,FBgn0261859,8,-,CG42788,1
chr3R,15100246,15100423,FBgn0261859,9,-,CG42788,1
chr3R,15095957,15100188,FBgn0261859,10,-,CG42788,1
chr3R,26784160,26784208,FBgn0261860,1,-,CG42789,1
chr3R,26783951,26784106,FBgn0261860,2,-,CG42789,1
chr3R,26783609,26783887,FBgn0261860,3,-,CG42789,1
chr3R,26784338,26785753,FBgn0261861,1,+,CR42790,1
chr2R,10478360,10478567,FBgn0261862,1,-,whd,1
chr2R,10473269,10473450,FBgn0261862,2,-,whd,1
chr2R,10472475,10473212,FBgn0261862,3,-,whd,1
chr2R,10472016,10472215,FBgn0261862,4,-,whd,1
chr2R,10471618,10471956,FBgn0261862,5,-,whd,1
chr2R,10471214,10471273,FBgn0261862,6,-,whd,1
chr2R,10470368,10470749,FBgn0261862,7,-,whd,1
chr2R,10469946,10470305,FBgn0261862,8,-,whd,1
chr2R,10469473,10469885,FBgn0261862,9,-,whd,1
chr2L,10963226,10964153,FBgn0261871,1,-,dpr2,1
chr2L,10961086,10961367,FBgn0261871,2,-,dpr2,1
chr2L,10925239,10925510,FBgn0261871,3,-,dpr2,1
chr2L,10923593,10923670,FBgn0261871,4,-,dpr2,1
chr2L,10923147,10923279,FBgn0261871,5,-,dpr2,1
chr2L,10918745,10918988,FBgn0261871,6,-,dpr2,1
chr2L,10918114,10918211,FBgn0261871,7,-,dpr2,1
chr2L,10917015,10918018,FBgn0261871,8,-,dpr2,1
chr3L,17042438,17042574,FBgn0261872,1,-,scaf6,1
chr3L,17042103,17042273,FBgn0261872,2,-,scaf6,1
chr3L,17041694,17042040,FBgn0261872,3,-,scaf6,1
chr3L,17040439,17040601,FBgn0261872,4,-,scaf6,1
chr3L,17040138,17040210,FBgn0261872,5,-,scaf6,1
chr3L,17039556,17039630,FBgn0261872,6,-,scaf6,1
chr3L,17039257,17039333,FBgn0261872,7,-,scaf6,1
chr3L,17038995,17039193,FBgn0261872,8,-,scaf6,1
chr3L,17037931,17038932,FBgn0261872,9,-,scaf6,1
chr3L,17037706,17037873,FBgn0261872,10,-,scaf6,1
chr3L,17037320,17037634,FBgn0261872,11,-,scaf6,1
chr3L,17037084,17037255,FBgn0261872,12,-,scaf6,1
chr3L,17036859,17037030,FBgn0261872,13,-,scaf6,1
chrX,8178549,8179580,FBgn0261873,1,+,sdt,1
chrX,8181045,8181517,FBgn0261873,2,+,sdt,1
chrX,8191812,8191994,FBgn0261873,3,+,sdt,1
chrX,8192104,8192161,FBgn0261873,4,+,sdt,1
chrX,8204173,8204303,FBgn0261873,5,+,sdt,1
chrX,8208797,8210038,FBgn0261873,6,+,sdt,1
chrX,8210403,8210680,FBgn0261873,7,+,sdt,1
chrX,8223628,8223866,FBgn0261873,8,+,sdt,1
chrX,8223956,8224047,FBgn0261873,9,+,sdt,1
chrX,8224785,8225726,FBgn0261873,10,+,sdt,1
chrX,8227871,8228098,FBgn0261873,11,+,sdt,1
chrX,8235589,8235820,FBgn0261873,12,+,sdt,1
chrX,8235882,8237169,FBgn0261873,13,+,sdt,1
chrX,8237232,8237428,FBgn0261873,14,+,sdt,1
chrX,8237810,8237941,FBgn0261873,15,+,sdt,1
chrX,8238007,8238188,FBgn0261873,16,+,sdt,1
chrX,8238252,8240474,FBgn0261873,17,+,sdt,1
chr2L,15007206,15007431,FBgn0261881,1,-,l(2)35Be,1
chr2L,15006583,15007156,FBgn0261881,2,-,l(2)35Be,1
chr2L,15009704,15009724,FBgn0261882,1,-,THG,1
chr2L,15009450,15009598,FBgn0261882,2,-,THG,1
chr2L,15008489,15009394,FBgn0261882,3,-,THG,1
chr3R,17717956,17718350,FBgn0261885,1,-,osa,1
chr3R,17715852,17716934,FBgn0261885,2,-,osa,1
chr3R,17708054,17708347,FBgn0261885,3,-,osa,1
chr3R,17707771,17707989,FBgn0261885,4,-,osa,1
chr3R,17699547,17699703,FBgn0261885,5,-,osa,1
chr3R,17699095,17699487,FBgn0261885,6,-,osa,1
chr3R,17698230,17698964,FBgn0261885,7,-,osa,1
chr3R,17697981,17698162,FBgn0261885,8,-,osa,1
chr3R,17697665,17697916,FBgn0261885,9,-,osa,1
chr3R,17696370,17696586,FBgn0261885,10,-,osa,1
chr3R,17695923,17696150,FBgn0261885,11,-,osa,1
chr3R,17694834,17695313,FBgn0261885,12,-,osa,1
chr3R,17694136,17694295,FBgn0261885,13,-,osa,1
chr3R,17693715,17693913,FBgn0261885,14,-,osa,1
chr3R,17693524,17693605,FBgn0261885,15,-,osa,1
chr3R,17687818,17693455,FBgn0261885,16,-,osa,1
chr2L,15863200,15863369,FBgn0261924,1,+,NA,1
chr2L,15863424,15863663,FBgn0261924,2,+,NA,1
chr2L,15865316,15865461,FBgn0261925,1,-,CG42792,1
chr2L,15864929,15865250,FBgn0261925,2,-,CG42792,1
chrX,5697123,5697224,FBgn0261927,1,+,NA,1
chrX,5697288,5697660,FBgn0261927,2,+,NA,1
chr3R,10225690,10225758,FBgn0261928,1,+,CG42795,1
chr3R,10225813,10226153,FBgn0261928,2,+,CG42795,1
chr3R,10239618,10239958,FBgn0261928,3,+,CG42795,1
chr3R,10240188,10240313,FBgn0261928,4,+,CG42795,1
chr3R,10240376,10240495,FBgn0261928,5,+,CG42795,1
chr3R,10240553,10240944,FBgn0261928,6,+,CG42795,1
chr3R,10241540,10241740,FBgn0261928,7,+,CG42795,1
chr3R,10241797,10248430,FBgn0261928,8,+,CG42795,1
chr3R,10248490,10250265,FBgn0261928,9,+,CG42795,1
chr3R,8578205,8578506,FBgn0261929,1,+,5-HT2B,1
chr3R,8591147,8591896,FBgn0261929,2,+,5-HT2B,1
chr3R,8619786,8620018,FBgn0261929,3,+,5-HT2B,1
chr3R,8620304,8620532,FBgn0261929,4,+,5-HT2B,1
chr3R,8622275,8622413,FBgn0261929,5,+,5-HT2B,1
chr3R,8622483,8622857,FBgn0261929,6,+,5-HT2B,1
chr3R,8625692,8627677,FBgn0261929,7,+,5-HT2B,1
chrX,582121,583077,FBgn0261930,1,+,vnd,1
chrX,593648,594306,FBgn0261930,2,+,vnd,1
chrX,596356,598151,FBgn0261930,3,+,vnd,1
chrX,9608946,9609691,FBgn0261931,1,+,CG42797,1
chrX,9609760,9612206,FBgn0261931,2,+,CG42797,1
chrX,9612282,9612448,FBgn0261931,3,+,CG42797,1
chrX,9620343,9620531,FBgn0261931,4,+,CG42797,1
chrX,9620593,9623243,FBgn0261931,5,+,CG42797,1
chr3R,17406678,17406769,FBgn0261932,1,+,CG42798,1
chr3R,17407049,17407199,FBgn0261932,2,+,CG42798,1
chr3R,17407251,17407534,FBgn0261932,3,+,CG42798,1
chr3L,12734503,12734611,FBgn0261933,1,-,SmD1,1
chr3L,12733364,12733983,FBgn0261933,2,-,SmD1,1
chr3L,6743026,6743164,FBgn0261934,1,-,dikar,1
chr3L,6741915,6742049,FBgn0261934,2,-,dikar,1
chr3L,6741702,6741790,FBgn0261934,3,-,dikar,1
chr3L,6740957,6741639,FBgn0261934,4,-,dikar,1
chr3L,6740667,6740873,FBgn0261934,5,-,dikar,1
chr3L,6738704,6739921,FBgn0261934,6,-,dikar,1
chr3L,6737535,6738098,FBgn0261934,7,-,dikar,1
chr3L,6737353,6737477,FBgn0261934,8,-,dikar,1
chr3L,6733129,6737286,FBgn0261934,9,-,dikar,1
chr3L,6728800,6733067,FBgn0261934,10,-,dikar,1
chr2L,1108016,1108373,FBgn0261938,1,-,mtRNApol,1
chr2L,1107812,1107949,FBgn0261938,2,-,mtRNApol,1
chr2L,1107373,1107757,FBgn0261938,3,-,mtRNApol,1
chr2L,1107161,1107316,FBgn0261938,4,-,mtRNApol,1
chr2L,1106356,1107106,FBgn0261938,5,-,mtRNApol,1
chr2L,1105159,1106298,FBgn0261938,6,-,mtRNApol,1
chr2L,1103879,1105101,FBgn0261938,7,-,mtRNApol,1
chr2L,1103254,1103820,FBgn0261938,8,-,mtRNApol,1
chr3L,4282956,4283478,FBgn0261952,1,-,srw,1
chr3L,21586828,21586896,FBgn0261953,1,+,TfAP-2,1
chr3L,21609419,21609649,FBgn0261953,2,+,TfAP-2,1
chr3L,21609719,21609886,FBgn0261953,3,+,TfAP-2,1
chr3L,21611143,21611350,FBgn0261953,4,+,TfAP-2,1
chr3L,21611995,21612184,FBgn0261953,5,+,TfAP-2,1
chr3L,21612245,21612509,FBgn0261953,6,+,TfAP-2,1
chr3L,21612613,21612780,FBgn0261953,7,+,TfAP-2,1
chr3L,21612844,21613349,FBgn0261953,8,+,TfAP-2,1
chrX,2012308,2012401,FBgn0261954,1,+,east,1
chrX,2014342,2018004,FBgn0261954,2,+,east,1
chrX,2018080,2018086,FBgn0261954,3,+,east,1
chrX,2018705,2018938,FBgn0261954,4,+,east,1
chrX,2019058,2019506,FBgn0261954,5,+,east,1
chrX,2019568,2019737,FBgn0261954,6,+,east,1
chrX,2019848,2021117,FBgn0261954,7,+,east,1
chrX,2021172,2022652,FBgn0261954,8,+,east,1
chrX,6350629,6350954,FBgn0261955,1,+,kdn,1
chrX,6358902,6359879,FBgn0261955,2,+,kdn,1
chrX,6359992,6361323,FBgn0261955,3,+,kdn,1
chr2L,5461639,5462104,FBgn0261963,1,+,mid,1
chr2L,5463819,5464269,FBgn0261963,2,+,mid,1
chr2L,5465220,5465505,FBgn0261963,3,+,mid,1
chr2L,5465894,5467610,FBgn0261963,4,+,mid,1
chr2R,24185825,24185922,FBgn0261973,1,+,NA,1
chr2R,24186062,24186152,FBgn0261974,1,+,NA,1
chr2R,13964653,13965455,FBgn0261975,1,+,CG42806,1
chr2L,4387320,4387356,FBgn0261976,1,-,Psf2,1
chr2L,4386764,4387013,FBgn0261976,2,-,Psf2,1
chr2L,4386182,4386705,FBgn0261976,3,-,Psf2,1
chr2L,11106943,11107121,FBgn0261983,1,+,l(2)gd1,1
chr2L,11107209,11108807,FBgn0261983,2,+,l(2)gd1,1
chr2L,11108866,11109297,FBgn0261983,3,+,l(2)gd1,1
chr2L,11109356,11109507,FBgn0261983,4,+,l(2)gd1,1
chr2L,11110159,11110249,FBgn0261983,5,+,l(2)gd1,1
chr2L,11110316,11110851,FBgn0261983,6,+,l(2)gd1,1
chr3R,19860886,19861291,FBgn0261984,1,-,Ire1,1
chr3R,19860647,19860761,FBgn0261984,2,-,Ire1,1
chr3R,19857241,19857684,FBgn0261984,3,-,Ire1,1
chr3R,19856960,19857182,FBgn0261984,4,-,Ire1,1
chr3R,19855633,19856902,FBgn0261984,5,-,Ire1,1
chr3R,19855381,19855545,FBgn0261984,6,-,Ire1,1
chr3R,19853908,19855318,FBgn0261984,7,-,Ire1,1
chr3L,328097,328468,FBgn0261985,1,+,Ptpmeg,1
chr3L,328989,329025,FBgn0261985,2,+,Ptpmeg,1
chr3L,351367,351778,FBgn0261985,3,+,Ptpmeg,1
chr3L,352300,352407,FBgn0261985,4,+,Ptpmeg,1
chr3L,352476,352568,FBgn0261985,5,+,Ptpmeg,1
chr3L,352630,352771,FBgn0261985,6,+,Ptpmeg,1
chr3L,352838,353687,FBgn0261985,7,+,Ptpmeg,1
chr3L,353761,354446,FBgn0261985,8,+,Ptpmeg,1
chr3L,354500,355124,FBgn0261985,9,+,Ptpmeg,1
chr3L,355199,355376,FBgn0261985,10,+,Ptpmeg,1
chr3L,355438,356050,FBgn0261985,11,+,Ptpmeg,1
chr3R,25661795,25662486,FBgn0261986,1,+,RASSF8,1
chr3R,25662634,25663007,FBgn0261986,2,+,RASSF8,1
chr3R,25663150,25663870,FBgn0261986,3,+,RASSF8,1
chr3R,25663938,25664248,FBgn0261986,4,+,RASSF8,1
chr3R,25664310,25665640,FBgn0261986,5,+,RASSF8,1
chr3R,17719454,17719736,FBgn0261987,1,+,Pxt,1
chr3R,17720031,17720818,FBgn0261987,2,+,Pxt,1
chr3R,17720951,17721377,FBgn0261987,3,+,Pxt,1
chr3R,17721506,17721833,FBgn0261987,4,+,Pxt,1
chr3R,17721895,17722069,FBgn0261987,5,+,Pxt,1
chr3R,17722132,17722290,FBgn0261987,6,+,Pxt,1
chr3R,17722345,17722664,FBgn0261987,7,+,Pxt,1
chr3R,17722720,17722955,FBgn0261987,8,+,Pxt,1
chr3R,31405245,31405956,FBgn0261988,1,+,Gprk2,1
chr3R,31410354,31410401,FBgn0261988,2,+,Gprk2,1
chr3R,31433459,31433888,FBgn0261988,3,+,Gprk2,1
chr3R,31453311,31453406,FBgn0261988,4,+,Gprk2,1
chr3R,31453466,31453586,FBgn0261988,5,+,Gprk2,1
chr3R,31453651,31454256,FBgn0261988,6,+,Gprk2,1
chr3R,31454395,31454500,FBgn0261988,7,+,Gprk2,1
chr3R,31454575,31454764,FBgn0261988,8,+,Gprk2,1
chr3R,31455207,31455455,FBgn0261988,9,+,Gprk2,1
chr3R,31455528,31455685,FBgn0261988,10,+,Gprk2,1
chr3R,31455744,31455953,FBgn0261988,11,+,Gprk2,1
chr3R,31456048,31456311,FBgn0261988,12,+,Gprk2,1
chr3R,31456374,31457873,FBgn0261988,13,+,Gprk2,1
chr2R,13572030,13572759,FBgn0261989,1,-,CG42807,1
chr2R,13570595,13571965,FBgn0261989,2,-,CG42807,1
chr2R,13573618,13574257,FBgn0261990,1,-,CG42808,1
chr2L,13457497,13458073,FBgn0261991,1,+,CG42809,1
chr2L,13459681,13460183,FBgn0261992,1,+,CG42810,1
chr3R,24366736,24367220,FBgn0261993,1,-,CG42811,1
chr3R,24366527,24366683,FBgn0261993,2,-,CG42811,1
chr3R,24368035,24368164,FBgn0261994,1,-,CG42812,1
chr3R,24367581,24367981,FBgn0261994,2,-,CG42812,1
chr3R,24367360,24367519,FBgn0261994,3,-,CG42812,1
chr3R,27228068,27228561,FBgn0261995,1,-,CG42813,1
chr3R,27227070,27227941,FBgn0261995,2,-,CG42813,1
chr3R,27228673,27229468,FBgn0261996,1,-,CG42814,1
chr3L,17791079,17791486,FBgn0261997,1,-,CG42815,1
chr3L,17797443,17797594,FBgn0261998,1,-,CG42816,1
chr3L,17796889,17797378,FBgn0261998,2,-,CG42816,1
chr3L,17795613,17796827,FBgn0261998,3,-,CG42816,1
chr3L,17794828,17795460,FBgn0261998,4,-,CG42816,1
chr3L,17793938,17794772,FBgn0261998,5,-,CG42816,1
chr3L,17793613,17793870,FBgn0261998,6,-,CG42816,1
chr3L,17793253,17793541,FBgn0261998,7,-,CG42816,1
chr3L,17792880,17793189,FBgn0261998,8,-,CG42816,1
chr3L,17792484,17792809,FBgn0261998,9,-,CG42816,1
chr3L,17792363,17792428,FBgn0261998,10,-,CG42816,1
chr3L,17792088,17792290,FBgn0261998,11,-,CG42816,1
chr2L,16231475,16232234,FBgn0261999,1,+,CG42817,1
chr2L,16235620,16236949,FBgn0261999,2,+,CG42817,1
chr2L,16237134,16237310,FBgn0261999,3,+,CG42817,1
chr2L,16237368,16237445,FBgn0261999,4,+,CG42817,1
chr2L,16237510,16237886,FBgn0261999,5,+,CG42817,1
chr2L,16237951,16238099,FBgn0261999,6,+,CG42817,1
chr2L,16238155,16238660,FBgn0261999,7,+,CG42817,1
chr2L,16238728,16238970,FBgn0261999,8,+,CG42817,1
chr2L,16239042,16239135,FBgn0261999,9,+,CG42817,1
chr2L,16239202,16239623,FBgn0261999,10,+,CG42817,1
chr2L,16239813,16239984,FBgn0261999,11,+,CG42817,1
chr2L,16240046,16241527,FBgn0261999,12,+,CG42817,1
chr2L,16241939,16244959,FBgn0262000,1,+,CG42818,1
chr2L,16245017,16245154,FBgn0262000,2,+,CG42818,1
chr2L,16245219,16245559,FBgn0262000,3,+,CG42818,1
chr2L,8388728,8389331,FBgn0262001,1,-,CG42819,1
chr2L,8391876,8392398,FBgn0262002,1,-,CG42820,1
chr2L,8391284,8391808,FBgn0262002,2,-,CG42820,1
chr2L,8389881,8391209,FBgn0262002,3,-,CG42820,1
chr3R,17413077,17413262,FBgn0262003,1,+,CG42821,1
chr3R,17413321,17413473,FBgn0262003,2,+,CG42821,1
chr3R,17413531,17413639,FBgn0262003,3,+,CG42821,1
chr3R,17413901,17414106,FBgn0262004,1,+,CG42822,1
chr3R,17414174,17414326,FBgn0262004,2,+,CG42822,1
chr3R,17414389,17414607,FBgn0262004,3,+,CG42822,1
chr3R,17404874,17405109,FBgn0262005,1,-,CG42823,1
chr3R,17404630,17404815,FBgn0262005,2,-,CG42823,1
chr3R,17404487,17404572,FBgn0262005,3,-,CG42823,1
chr3R,17406048,17406511,FBgn0262006,1,-,CG42824,1
chr3L,10097752,10098115,FBgn0262007,1,-,CG42825,1
chr3L,10097030,10097202,FBgn0262007,2,-,CG42825,1
chr3L,10095754,10096968,FBgn0262007,3,-,CG42825,1
chr3L,10100582,10100881,FBgn0262008,1,-,CG42826,1
